Date,AAPL,SPY,AAPL_Difference,AAPL_%_Change,SPY_Difference,SPY_%_Change
2023-12-14 00:00:00+00:00,198.11000061035156,472.010009765625,0.149993896484375,0.07576979763451779,1.510009765625,0.3209372509298618
2023-12-15 00:00:00+00:00,197.57000732421875,469.3299865722656,-0.5399932861328125,-0.27257245190508417,-2.680023193359375,-0.567789482831123
2023-12-18 00:00:00+00:00,195.88999938964844,471.9700012207031,-1.6800079345703125,-0.8503355126233131,2.6400146484375,0.5625071322884673
2023-12-19 00:00:00+00:00,196.94000244140625,474.8399963378906,1.0500030517578125,0.5360166700849449,2.8699951171875,0.6080884610811164
2023-12-20 00:00:00+00:00,194.8300018310547,468.260009765625,-2.1100006103515625,-1.0713925988598134,-6.579986572265625,-1.3857271129248732
2023-12-21 00:00:00+00:00,194.67999267578125,472.70001220703125,-0.1500091552734375,-0.07699489496669859,4.44000244140625,0.9481916774461637
2023-12-22 00:00:00+00:00,193.60000610351562,473.6499938964844,-1.079986572265625,-0.5547496470601513,0.949981689453125,0.20096925426713463
2023-12-26 00:00:00+00:00,193.0500030517578,475.6499938964844,-0.5500030517578125,-0.2840924764556735,2.0,0.42225272369307737
2023-12-27 00:00:00+00:00,193.14999389648438,476.510009765625,0.0999908447265625,0.05179530854488222,0.860015869140625,0.1808085525441613
2023-12-28 00:00:00+00:00,193.5800018310547,476.69000244140625,0.4300079345703125,0.2226290179438309,0.17999267578125,0.037773115378999224
2023-12-29 00:00:00+00:00,192.52999877929688,475.30999755859375,-1.0500030517578125,-0.5424129774904093,-1.3800048828125,-0.28949734119547166
2024-01-02 00:00:00+00:00,185.63999938964844,472.6499938964844,-6.8899993896484375,-3.578662771169836,-2.660003662109375,-0.5596355380219966
2024-01-03 00:00:00+00:00,184.25,468.7900085449219,-1.3899993896484375,-0.7487607165581288,-3.8599853515625,-0.8166688673242382
2024-01-04 00:00:00+00:00,181.91000366210938,467.2799987792969,-2.339996337890625,-1.2700115809447081,-1.510009765625,-0.32210792425203816
2024-01-05 00:00:00+00:00,181.17999267578125,467.9200134277344,-0.730010986328125,-0.40130337619259876,0.6400146484375,0.1369659840158894
2024-01-08 00:00:00+00:00,185.55999755859375,474.6000061035156,4.3800048828125,2.4174881663950885,6.67999267578125,1.4275928543528538
2024-01-09 00:00:00+00:00,185.13999938964844,473.8800048828125,-0.4199981689453125,-0.22634090023238487,-0.720001220703125,-0.15170695563499098
2024-01-10 00:00:00+00:00,186.19000244140625,476.55999755859375,1.0500030517578125,0.5671400319862593,2.67999267578125,0.5655424681706068
2024-01-11 00:00:00+00:00,185.58999633789062,476.3500061035156,-0.600006103515625,-0.32225473744458766,-0.209991455078125,-0.0440640121189161
2024-01-12 00:00:00+00:00,185.9199981689453,476.67999267578125,0.3300018310546875,0.17781229460982176,0.329986572265625,0.06927397250708035
2024-01-16 00:00:00+00:00,183.6300048828125,474.92999267578125,-2.2899932861328125,-1.2317089655153168,-1.75,-0.3671226036101499
2024-01-17 00:00:00+00:00,182.67999267578125,472.2900085449219,-0.95001220703125,-0.5173512943255221,-2.639984130859375,-0.5558680587817926
2024-01-18 00:00:00+00:00,188.6300048828125,476.489990234375,5.95001220703125,3.257068341135352,4.199981689453125,0.8892802332179008
2024-01-19 00:00:00+00:00,191.55999755859375,482.42999267578125,2.92999267578125,1.553301489655119,5.94000244140625,1.2466164165346878
2024-01-22 00:00:00+00:00,193.88999938964844,483.45001220703125,2.3300018310546875,1.2163300588589714,1.02001953125,0.21143368918513897
2024-01-23 00:00:00+00:00,195.17999267578125,484.8599853515625,1.2899932861328125,0.6653222395139601,1.40997314453125,0.29164817642562124
2024-01-24 00:00:00+00:00,194.5,485.3900146484375,-0.67999267578125,-0.3483926126131197,0.530029296875,0.10931594952936488
2024-01-25 00:00:00+00:00,194.1699981689453,488.0299987792969,-0.3300018310546875,-0.1696667511849293,2.639984130859375,0.5438892542467083
2024-01-26 00:00:00+00:00,192.4199981689453,487.4100036621094,-1.75,-0.9012720896651311,-0.6199951171875,-0.12704037021049644
2024-01-29 00:00:00+00:00,191.72999572753906,491.2699890136719,-0.69000244140625,-0.3585918553020803,3.8599853515625,0.791938064988585
2024-01-30 00:00:00+00:00,188.0399932861328,490.8900146484375,-3.69000244140625,-1.924582758897041,-0.379974365234375,-0.07734532410523462
2024-01-31 00:00:00+00:00,184.39999389648438,482.8800048828125,-3.6399993896484375,-1.935758093816563,-8.010009765625,-1.631732063517641
2024-02-01 00:00:00+00:00,186.86000061035156,489.20001220703125,2.4600067138671875,1.3340600842146166,6.32000732421875,1.3088152875065757
2024-02-02 00:00:00+00:00,185.85000610351562,494.3500061035156,-1.0099945068359375,-0.5405086714850339,5.149993896484375,1.0527378920638453
2024-02-05 00:00:00+00:00,187.67999267578125,492.54998779296875,1.829986572265625,0.9846577950857588,-1.800018310546875,-0.3641181932482784
2024-02-06 00:00:00+00:00,189.3000030517578,493.9800109863281,1.6200103759765625,0.8631769177309934,1.430023193359375,0.29033057127197615
2024-02-07 00:00:00+00:00,189.41000366210938,498.1000061035156,0.1100006103515625,0.058109143464454394,4.1199951171875,0.8340408570300488
2024-02-08 00:00:00+00:00,188.32000732421875,498.32000732421875,-1.089996337890625,-0.5754692554861472,0.220001220703125,0.04416808231425802
2024-02-09 00:00:00+00:00,188.85000610351562,501.20001220703125,0.529998779296875,0.2814351947132252,2.8800048828125,0.5779428560930128
2024-02-12 00:00:00+00:00,187.14999389648438,500.9800109863281,-1.70001220703125,-0.9001917670574027,-0.220001220703125,-0.0438948953202038
2024-02-13 00:00:00+00:00,185.0399932861328,494.0799865722656,-2.1100006103515625,-1.1274382469489352,-6.9000244140625,-1.377305334094618
2024-02-14 00:00:00+00:00,184.14999389648438,498.57000732421875,-0.8899993896484375,-0.4809767736384454,4.490020751953125,0.9087639398436554
2024-02-15 00:00:00+00:00,183.86000061035156,502.010009765625,-0.2899932861328125,-0.15747667431139067,3.44000244140625,0.6899738032515113
2024-02-16 00:00:00+00:00,182.30999755859375,499.510009765625,-1.5500030517578125,-0.8430343993322847,-2.5,-0.4979980381600723
2024-02-20 00:00:00+00:00,181.55999755859375,496.760009765625,-0.75,-0.41138720313950566,-2.75,-0.5505395179748904
2024-02-21 00:00:00+00:00,182.32000732421875,497.2099914550781,0.760009765625,0.41859978841414486,0.449981689453125,0.09058331600915896
2024-02-22 00:00:00+00:00,184.3699951171875,507.5,2.04998779296875,1.12438992464676,10.290008544921875,2.069549832417548
2024-02-23 00:00:00+00:00,182.52000427246094,507.8500061035156,-1.8499908447265625,-1.0034121026855203,0.350006103515625,0.06896671990455665
2024-02-26 00:00:00+00:00,181.16000366210938,505.989990234375,-1.3600006103515625,-0.7451241390074648,-1.860015869140625,-0.3662529972996586
2024-02-27 00:00:00+00:00,182.6300048828125,506.92999267578125,1.470001220703125,0.8114380608232368,0.94000244140625,0.18577490850576708
2024-02-28 00:00:00+00:00,181.4199981689453,506.260009765625,-1.2100067138671875,-0.6625454095802099,-0.66998291015625,-0.1321647801148655
2024-02-29 00:00:00+00:00,180.75,508.0799865722656,-0.6699981689453125,-0.36930778067883363,1.819976806640625,0.35949448337489465
2024-03-01 00:00:00+00:00,179.66000366210938,512.8499755859375,-1.089996337890625,-0.60304085083852,4.769989013671875,0.9388263934291824
2024-03-04 00:00:00+00:00,175.10000610351562,512.2999877929688,-4.55999755859375,-2.538126163667368,-0.54998779296875,-0.10724145835054044
2024-03-05 00:00:00+00:00,170.1199951171875,507.17999267578125,-4.980010986328125,-2.8440952671264,-5.1199951171875,-0.9994134763197765
2024-03-06 00:00:00+00:00,169.1199951171875,509.75,-1.0,-0.5878203789690611,2.57000732421875,0.5067249026642199
2024-03-07 00:00:00+00:00,169.0,514.8099975585938,-0.1199951171875,-0.07095264939213862,5.05999755859375,0.9926429737309956
2024-03-08 00:00:00+00:00,170.72999572753906,511.7200012207031,1.7299957275390625,1.0236661109698595,-3.089996337890625,-0.6002207324147649
2024-03-11 00:00:00+00:00,172.75,511.2799987792969,2.0200042724609375,1.183157220764287,-0.44000244140625,-0.08598499967885337
2024-03-12 00:00:00+00:00,173.22999572753906,516.780029296875,0.4799957275390625,0.27785570335112153,5.500030517578125,1.0757374688447985
